benefit_id,period,month,benefit_category,benefit,strategic_theme,business_unit,domain,ai_use_case_id,ai_use_case_name,executive_sponsor,product_owner,delivery_team,status,stage,maturity,actual,target,previous_period,variance_pct,ytd_value,fy_target,unit,confidence,data_source,evidence,contributing_systems,contributing_ai_models,risks,opportunities,dependencies,owner,financial_owner,last_updated,commentary,approval_status,approved_by
BI-FM-004-MTTR,2026-01,January,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.2,4.0,3.0,6.7,3.2,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-01,January,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.6,5,2.5,4.0,2.6,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-004-VALUE,2026-02,February,Financial,Annual Benefits Realised,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,35407.8,41666.67,33741.13,4.9,70815.6,500000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-02: AIOps Core FQDN Fault Runbook contributed R value in Fault Management, linked directly to dashboard use case FM-004.",Manager Approved,David Mgcina
BI-FM-004-HOURS,2026-02,February,Operational,Productivity Hours Saved,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,70.8,83.3,67.5,4.9,141.6,1000.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for AIOps Core FQDN Fault Runbook.,Manager Approved,David Mgcina
BI-FM-004-MTTR,2026-02,February,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.4,4.0,3.2,6.2,3.4,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-02,February,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.7,5,2.6,3.8,2.7,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-004-VALUE,2026-03,March,Financial,Annual Benefits Realised,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,37218.43,41666.67,35551.77,4.7,111655.29,500000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-03: AIOps Core FQDN Fault Runbook contributed R value in Fault Management, linked directly to dashboard use case FM-004.",Manager Approved,David Mgcina
BI-FM-004-HOURS,2026-03,March,Operational,Productivity Hours Saved,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,74.4,83.3,71.1,4.6,223.2,1000.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for AIOps Core FQDN Fault Runbook.,Manager Approved,David Mgcina
BI-FM-004-MTTR,2026-03,March,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.6,4.0,3.4,5.9,3.6,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-03,March,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.8,5,2.7,3.7,2.8,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-004-VALUE,2026-04,April,Financial,Annual Benefits Realised,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,38713.32,41666.67,37046.65,4.5,154853.28,500000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-04: AIOps Core FQDN Fault Runbook contributed R value in Fault Management, linked directly to dashboard use case FM-004.",Manager Approved,David Mgcina
BI-FM-004-HOURS,2026-04,April,Operational,Productivity Hours Saved,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,77.4,83.3,74.1,4.5,309.6,1000.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for AIOps Core FQDN Fault Runbook.,Manager Approved,David Mgcina
BI-FM-004-MTTR,2026-04,April,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.7,4.0,3.6,2.8,3.7,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-04,April,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.8,5,2.7,3.7,2.8,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-004-VALUE,2026-05,May,Financial,Annual Benefits Realised,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,40625.01,41666.67,38958.34,4.3,203125.05,500000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-05: AIOps Core FQDN Fault Runbook contributed R value in Fault Management, linked directly to dashboard use case FM-004.",Manager Approved,David Mgcina
BI-FM-004-HOURS,2026-05,May,Operational,Productivity Hours Saved,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,81.3,83.3,77.9,4.4,406.5,1000.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: productivity hours saved from automation/reduced manual effort for AIOps Core FQDN Fault Runbook.,Manager Approved,David Mgcina
BI-FM-004-MTTR,2026-05,May,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.9,4.0,3.7,5.4,3.9,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-05,May,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,2.9,5,2.8,3.6,2.9,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-05: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-004-VALUE,2026-06,June,Financial,Annual Benefits Realised,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,43302.86,41666.67,41636.19,4.0,259817.16,500000.0,R,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-06: AIOps Core FQDN Fault Runbook contributed R value in Fault Management, linked directly to dashboard use case FM-004.",Manager Approved,David Mgcina
BI-FM-004-HOURS,2026-06,June,Operational,Productivity Hours Saved,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,86.6,83.3,83.3,4.0,519.6,1000.0,hrs,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: productivity hours saved from automation/reduced manual effort for AIOps Core FQDN Fault Runbook.,Manager Approved,David Mgcina
BI-FM-004-MTTR,2026-06,June,Operational,MTTR Improvement,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,4.2,4.0,4.0,5.0,4.2,4.0,%,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: MTTR contribution tracked for AIOps Core FQDN Fault Runbook in Fault Management.,Manager Approved,David Mgcina
BI-FM-004-REUSE,2026-06,June,Reuse,Reuse Score,Improve correlation-driven fault handling in core environments.,ASOC,Fault Management,FM-004,AIOps Core FQDN Fault Runbook,David Mgcina,Anthony Fernandes,ASOC Fault Management,Production,Realised,Managed,3.0,5,2.9,3.4,3.0,5,score,90,Dashboard AI use-case register; monthly benefit owner update,Contribution to MTTR reduction,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale AIOps Core FQDN Fault Runbook across additional ASOC processes and OPCOs where reusable.,Automated correlation enrichment,Anthony Fernandes,ASOC Finance,2026-06-30,2026-06: reuse potential for AIOps Core FQDN Fault Runbook assessed against ASOC cross-domain scaling.,Manager Approved,David Mgcina
BI-FM-005-VALUE,2026-01,January,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,42690.9,54166.67,40524.24,5.3,42690.9,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-01: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-01,January,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,85.4,108.3,81.0,5.4,85.4,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
BI-FM-005-MTTR,2026-01,January,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.9,5.0,3.7,5.4,3.9,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-01,January,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.5,5,3.4,2.9,3.5,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-01: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-005-VALUE,2026-02,February,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,46030.14,54166.67,43863.47,4.9,92060.28,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-02: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-02,February,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,92.1,108.3,87.7,5.0,184.2,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
BI-FM-005-MTTR,2026-02,February,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,4.2,5.0,4.0,5.0,4.2,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-02,February,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.6,5,3.5,2.9,3.6,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-02: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-005-VALUE,2026-03,March,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,48383.96,54166.67,46217.3,4.7,145151.88,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-03: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-03,March,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,96.8,108.3,92.4,4.8,290.4,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
BI-FM-005-MTTR,2026-03,March,Operational,MTTR Improvement,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,4.5,5.0,4.3,4.7,4.5,5.0,%,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: MTTR contribution tracked for Zero Touch: ASOC Ask Katlego in Fault Management.,Draft,
BI-FM-005-REUSE,2026-03,March,Reuse,Reuse Score,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,3.7,5,3.6,2.8,3.7,5,score,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-03: reuse potential for Zero Touch: ASOC Ask Katlego assessed against ASOC cross-domain scaling.,Draft,
BI-FM-005-VALUE,2026-04,April,Financial,Annual Benefits Realised,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,50327.31,54166.67,48160.64,4.5,201309.24,650000.0,R,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,"2026-04: Zero Touch: ASOC Ask Katlego contributed R value in Fault Management, linked directly to dashboard use case FM-005.",Draft,
BI-FM-005-HOURS,2026-04,April,Operational,Productivity Hours Saved,"Provide fast conversational access to incident knowledge, reporting guidance and operational documentation.",ASOC,Fault Management,FM-005,Zero Touch: ASOC Ask Katlego,David Mgcina,Anthony Fernandes,ASOC Fault Management,Prototype,Forecast,Scaled,100.7,108.3,96.3,4.6,402.8,1300.0,hrs,78,Dashboard AI use-case register; monthly benefit owner update,Reduction in MTTR,"IBM NOI, Resolve, AIOps, Shesha","Rules automation, LLM assistant, predictive analytics",,Scale Zero Touch: ASOC Ask Katlego across additional ASOC processes and OPCOs where reusable.,Operational incident assistant adopted by FM teams,Anthony Fernandes,ASOC Finance,2026-06-30,2026-04: productivity hours saved from automation/reduced manual effort for Zero Touch: ASOC Ask Katlego.,Draft,
